Legend
======
Order:       curve order
Px,Py,Pz:    coordinates of point P on the centerline
Tx,Ty,Tz:    coordinates of the direction of the Tangent vector to point P
Nx,Ny,Nz:    coordinates of the direction of the Normal vector to point P
BNx,BNy,BNz: coordinates of the direction of the Binormal vector to point P
Dfit:        diameter of the best fit circle in point P
Dmin:        diameter of the inscribing circle in point P
Dmax:        diameter of the subscribing circle in point P
C:           curvature in point P
Dh:          hydraulic diameter in point P
Xh:          hydraulic ratio in point P
Scf:         distance of circumference in point P
Area:        sectional area in point P
E:           ellipticity in point P


Order: Cubic

[Main Branch Set] Branch Segment 1:

Point (14.0645, 249.8681, 149.8754) connects to:
    Branch Segment 2
    Branch Segment 3

        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz          C       Area
   14.3247    87.9998   149.9770     0.0000     1.0000     0.0000    -0.2973     0.0000     0.9548     0.9548    -0.0000     0.2973     0.0000   488.9399
   14.3247    88.4994   149.9770     0.0000     1.0000     0.0000     0.3169    -0.0000    -0.9485    -0.9485     0.0000    -0.3169     0.0000   488.9425
   14.3247    88.9990   149.9770     0.0000     1.0000     0.0000    -0.3183     0.0000     0.9480     0.9480    -0.0000     0.3183     0.0000   488.9450
   14.3247    89.4985   149.9770     0.0000     1.0000     0.0000     0.3184    -0.0000    -0.9479    -0.9479     0.0000    -0.3184     0.0000   488.9477
   14.3247    89.9981   149.9770     0.0000     1.0000     0.0000    -0.3185     0.0000     0.9479     0.9479    -0.0000     0.3185     0.0000   488.9503
   14.3247    90.4977   149.9770     0.0000     1.0000     0.0000     0.3185    -0.0000    -0.9479    -0.9479     0.0000    -0.3185     0.0000   488.9528
   14.3248    90.9973   149.9770     0.0000     1.0000    -0.0000     0.3185    -0.0000    -0.9479    -0.9479     0.0000    -0.3185     0.0000   488.9554
   14.3248    91.4969   149.9770     0.0000     1.0000    -0.0000    -0.3185     0.0000     0.9479     0.9479    -0.0000     0.3185     0.0000   488.9580
   14.3248    91.9964   149.9770     0.0000     1.0000    -0.0000     0.3187    -0.0000    -0.9479    -0.9479     0.0000    -0.3187     0.0000   488.9606
   14.3248    92.4960   149.9770     0.0000     1.0000    -0.0000    -0.3219     0.0000     0.9468     0.9468    -0.0000     0.3219     0.0000   488.9632
   14.3248    92.9956   149.9770     0.0000     1.0000    -0.0000     0.3682    -0.0000    -0.9298    -0.9298     0.0000    -0.3682     0.0000   488.9658
   14.3248    93.4952   149.9770     0.0000     1.0000    -0.0000    -1.0000     0.0000     0.0082     0.0082     0.0000     1.0000     0.0000   488.9685
   14.3249    93.9948   149.9770     0.0000     1.0000    -0.0000     0.4517    -0.0000     0.8922     0.8922    -0.0000    -0.4517     0.0000   488.9711
   14.3249    94.4943   149.9770     0.0000     1.0000    -0.0000    -0.4100     0.0000    -0.9121    -0.9121     0.0000     0.4100     0.0000   488.9737
   14.3249    94.9939   149.9770     0.0000     1.0000    -0.0000     0.4071    -0.0000     0.9134     0.9134    -0.0000    -0.4071     0.0000   488.9763
   14.3249    95.4935   149.9770     0.0000     1.0000    -0.0000    -0.4069     0.0000    -0.9135    -0.9135     0.0000     0.4069     0.0000   488.9790
   14.3249    95.9931   149.9770     0.0000     1.0000    -0.0000     0.4069    -0.0000     0.9135     0.9135    -0.0000    -0.4069     0.0000   488.9817
   14.3249    96.4927   149.9770     0.0000     1.0000    -0.0000    -0.4069     0.0000    -0.9135    -0.9135     0.0000     0.4069     0.0000   488.9843
   14.3249    96.9923   149.9770     0.0000     1.0000    -0.0000    -0.4069    -0.0000    -0.9135    -0.9135     0.0000     0.4069     0.0000   488.9869
   14.3250    97.4918   149.9770     0.0000     1.0000    -0.0000     0.4069     0.0000     0.9135     0.9135    -0.0000    -0.4069     0.0000   488.9896
   14.3250    97.9914   149.9769     0.0000     1.0000    -0.0000    -0.4069    -0.0000    -0.9135    -0.9135     0.0000     0.4069     0.0000   488.9923
   14.3250    98.4910   149.9769     0.0000     1.0000    -0.0000     0.4068     0.0000     0.9135     0.9135    -0.0000    -0.4068     0.0000   488.9950
   14.3250    98.9906   149.9769     0.0000     1.0000    -0.0000    -0.4062    -0.0000    -0.9138    -0.9138     0.0000     0.4062     0.0000   488.9976
   14.3250    99.4902   149.9769     0.0000     1.0000    -0.0000     0.3976     0.0000     0.9176     0.9176    -0.0000    -0.3976     0.0000   489.0003
   14.3250    99.9897   149.9769     0.0000     1.0000    -0.0000    -0.2705    -0.0000    -0.9627    -0.9627     0.0000     0.2705     0.0000   489.0030
   14.3250   100.4893   149.9769     0.0000     1.0000    -0.0000    -0.7736     0.0000     0.6337     0.6337    -0.0000     0.7736     0.0000   489.0057
   14.3251   100.9889   149.9769     0.0000     1.0000    -0.0000     0.9749    -0.0000    -0.2229    -0.2229    -0.0000    -0.9749     0.0000   489.0084
   14.3251   101.4885   149.9769     0.0000     1.0000    -0.0000    -0.9815     0.0000     0.1913     0.1913     0.0000     0.9815     0.0000   489.0111
   14.3251   101.9881   149.9769     0.0000     1.0000    -0.0000     0.9820    -0.0000    -0.1890    -0.1890    -0.0000    -0.9820     0.0000   489.0138
   14.3251   102.4876   149.9769     0.0000     1.0000    -0.0000    -0.9820     0.0000     0.1889     0.1889     0.0000     0.9820     0.0000   489.0165
   14.3251   102.9872   149.9769     0.0000     1.0000    -0.0000    -0.9820     0.0000     0.1889     0.1889     0.0000     0.9820     0.0000   489.0193
   14.3251   103.4868   149.9769     0.0000     1.0000    -0.0000     0.9820    -0.0000    -0.1889    -0.1889    -0.0000    -0.9820     0.0000   489.0219
   14.3251   103.9864   149.9769     0.0000     1.0000    -0.0000    -0.9820     0.0000     0.1889     0.1889     0.0000     0.9820     0.0000   489.0247
   14.3251   104.4860   149.9769     0.0000     1.0000    -0.0000     0.9820    -0.0000    -0.1890    -0.1890    -0.0000    -0.9820     0.0000   489.0274
   14.3251   104.9856   149.9769     0.0000     1.0000    -0.0000    -0.9818     0.0000     0.1898     0.1898     0.0000     0.9818     0.0000   489.0302
   14.3252   105.4851   149.9768     0.0000     1.0000    -0.0000     0.9794    -0.0000    -0.2020    -0.2020    -0.0000    -0.9794     0.0000   489.0329
   14.3252   105.9847   149.9768     0.0000     1.0000    -0.0000    -0.9320     0.0000     0.3624     0.3624     0.0000     0.9320     0.0000   489.0356
   14.3252   106.4843   149.9768     0.0000     1.0000    -0.0000     0.2501    -0.0000    -0.9682    -0.9682     0.0000    -0.2501     0.0000   489.0384
   14.3252   106.9839   149.9768     0.0000     1.0000    -0.0000     0.0751     0.0000     0.9972     0.9972    -0.0000    -0.0751     0.0000   489.0411
   14.3252   107.4835   149.9768     0.0000     1.0000    -0.0000    -0.1005    -0.0000    -0.9949    -0.9949     0.0000     0.1005     0.0000   489.0439
   14.3252   107.9830   149.9768     0.0000     1.0000    -0.0000     0.1023     0.0000     0.9948     0.9948    -0.0000    -0.1023     0.0000   489.0467
   14.3252   108.4826   149.9768     0.0000     1.0000    -0.0000    -0.1024    -0.0000    -0.9947    -0.9947     0.0000     0.1024     0.0000   489.0494
   14.3252   108.9822   149.9768     0.0000     1.0000    -0.0000     0.1024     0.0000     0.9947     0.9947    -0.0000    -0.1024     0.0000   489.0522
   14.3252   109.4818   149.9768     0.0000     1.0000    -0.0000    -0.1024    -0.0000    -0.9947    -0.9947     0.0000     0.1024     0.0000   489.0550
   14.3253   109.9814   149.9768     0.0000     1.0000    -0.0000     0.1024     0.0000     0.9947     0.9947    -0.0000    -0.1024     0.0000   489.0578
   14.3253   110.4809   149.9768     0.0000     1.0000    -0.0000    -0.1017    -0.0000    -0.9948    -0.9948     0.0000     0.1017     0.0000   489.0606
   14.3253   110.9805   149.9768     0.0000     1.0000    -0.0000     0.0920     0.0000     0.9958     0.9958    -0.0000    -0.0920     0.0000   489.0633
   14.3253   111.4801   149.9768     0.0000     1.0000    -0.0000     0.1487    -0.0000    -0.9889    -0.9889     0.0000    -0.1487     0.0000   489.0662
   14.3253   111.9797   149.9768     0.0000     1.0000    -0.0000    -0.4428    -0.0000    -0.8966    -0.8966     0.0000     0.4428     0.0000   489.0690
   14.3253   112.4793   149.9768     0.0000     1.0000    -0.0000     0.3977     0.0000     0.9175     0.9175    -0.0000    -0.3977     0.0000   489.0718
   14.3253   112.9789   149.9768     0.0000     1.0000    -0.0000    -0.3949    -0.0000    -0.9187    -0.9187     0.0000     0.3949     0.0000   489.0746
   14.3253   113.4784   149.9767     0.0000     1.0000    -0.0000     0.3947     0.0000     0.9188     0.9188    -0.0000    -0.3947     0.0000   489.0774
   14.3253   113.9780   149.9767     0.0000     1.0000    -0.0000    -0.3946    -0.0000    -0.9188    -0.9188     0.0000     0.3946     0.0000   489.0802
   14.3253   114.4776   149.9767     0.0000     1.0000    -0.0000     0.3946     0.0000     0.9188     0.9188    -0.0000    -0.3946     0.0000   489.0830
   14.3254   114.9772   149.9767     0.0000     1.0000    -0.0000    -0.3946    -0.0000    -0.9188    -0.9188     0.0000     0.3946     0.0000   489.0858
   14.3254   115.4768   149.9767     0.0000     1.0000    -0.0000    -0.3946    -0.0000    -0.9188    -0.9188     0.0000     0.3946     0.0000   489.0887
   14.3254   115.9763   149.9767     0.0000     1.0000    -0.0000     0.3946     0.0000     0.9188     0.9188    -0.0000    -0.3946     0.0000   489.0916
   14.3254   116.4759   149.9767     0.0000     1.0000    -0.0000    -0.3945    -0.0000    -0.9189    -0.9189     0.0000     0.3945     0.0000   489.0944
   14.3254   116.9755   149.9767     0.0000     1.0000    -0.0000     0.3924     0.0000     0.9198     0.9198    -0.0000    -0.3924     0.0000   489.0973
   14.3254   117.4751   149.9767     0.0000     1.0000    -0.0000    -0.3617    -0.0000    -0.9323    -0.9323     0.0000     0.3617     0.0000   489.1002
   14.3254   117.9747   149.9767     0.0000     1.0000    -0.0000    -0.2885     0.0000     0.9575     0.9575    -0.0000     0.2885     0.0000   489.1030
   14.3254   118.4742   149.9767     0.0000     1.0000    -0.0000     0.9731    -0.0000     0.2302     0.2302    -0.0000    -0.9731     0.0000   489.1059
   14.3254   118.9738   149.9767     0.0000     1.0000    -0.0000    -0.9505     0.0000    -0.3108    -0.3108     0.0000     0.9505     0.0000   489.1088
   14.3254   119.4734   149.9766     0.0000     1.0000    -0.0000     0.9487    -0.0000     0.3162     0.3162    -0.0000    -0.9487     0.0000   489.1116
   14.3254   119.9730   149.9766     0.0000     1.0000    -0.0000    -0.9486     0.0000    -0.3165    -0.3165     0.0000     0.9486     0.0000   489.1145
   14.3255   120.4726   149.9766     0.0000     1.0000    -0.0000     0.9486    -0.0000     0.3166     0.3166    -0.0000    -0.9486     0.0000   489.1174
   14.3255   120.9721   149.9766     0.0000     1.0000    -0.0000    -0.9486     0.0000    -0.3166    -0.3166     0.0000     0.9486     0.0000   489.1203
   14.3255   121.4717   149.9766     0.0000     1.0000    -0.0000    -0.9486     0.0000    -0.3166    -0.3166     0.0000     0.9486     0.0000   489.1232
   14.3255   121.9713   149.9766     0.0000     1.0000    -0.0000     0.9486    -0.0000     0.3166     0.3166    -0.0000    -0.9486     0.0000   489.1261
   14.3255   122.4709   149.9766     0.0000     1.0000    -0.0000    -0.9486     0.0000    -0.3166    -0.3166     0.0000     0.9486     0.0000   489.1290
   14.3255   122.9705   149.9766     0.0000     1.0000    -0.0000     0.9486    -0.0000     0.3165     0.3165    -0.0000    -0.9486     0.0000   489.1319
   14.3255   123.4701   149.9766     0.0000     1.0000    -0.0000    -0.9489     0.0000    -0.3157    -0.3157     0.0000     0.9489     0.0000   489.1349
   14.3255   123.9696   149.9766     0.0000     1.0000    -0.0000     0.9526    -0.0000     0.3043     0.3043    -0.0000    -0.9526     0.0000   489.1378
   14.3255   124.4692   149.9765     0.0000     1.0000    -0.0000    -0.9880     0.0000    -0.1544    -0.1544     0.0000     0.9880     0.0000   489.1407
   14.3255   124.9688   149.9765     0.0000     1.0000    -0.0000     0.8327    -0.0000    -0.5538    -0.5538    -0.0000    -0.8327     0.0000   489.1436
   14.3255   125.4684   149.9765     0.0000     1.0000    -0.0000    -0.6523     0.0000     0.7580     0.7580     0.0000     0.6523     0.0000   489.1466
   14.3255   125.9680   149.9765     0.0000     1.0000    -0.0000     0.6346    -0.0000    -0.7728    -0.7728    -0.0000    -0.6346     0.0000   489.1495
   14.3255   126.4675   149.9765     0.0000     1.0000    -0.0000    -0.6333     0.0000     0.7739     0.7739     0.0000     0.6333     0.0000   489.1525
   14.3255   126.9671   149.9765     0.0000     1.0000    -0.0000     0.6332    -0.0000    -0.7740    -0.7740    -0.0000    -0.6332     0.0000   489.1554
   14.3255   127.4667   149.9765     0.0000     1.0000    -0.0000    -0.6332     0.0000     0.7740     0.7740     0.0000     0.6332     0.0000   489.1584
   14.3255   127.9663   149.9765     0.0000     1.0000    -0.0000     0.6332    -0.0000    -0.7740    -0.7740    -0.0000    -0.6332     0.0000   489.1614
   14.3255   128.4659   149.9765     0.0000     1.0000    -0.0000    -0.6332     0.0000     0.7740     0.7740     0.0000     0.6332     0.0000   489.1643
   14.3255   128.9654   149.9764     0.0000     1.0000    -0.0000     0.6333    -0.0000    -0.7739    -0.7739    -0.0000    -0.6333     0.0000   489.1673
   14.3255   129.4650   149.9764     0.0000     1.0000    -0.0000    -0.6349     0.0000     0.7726     0.7726     0.0000     0.6349     0.0000   489.1703
   14.3256   129.9646   149.9764     0.0000     1.0000    -0.0000     0.6531    -0.0000    -0.7573    -0.7573    -0.0000    -0.6531     0.0000   489.1733
   14.3256   130.4642   149.9764     0.0000     1.0000    -0.0000    -0.7341     0.0000     0.6791     0.6791     0.0000     0.7341     0.0000   489.1763
   14.3256   130.9638   149.9764     0.0000     1.0000    -0.0000     0.7747    -0.0000    -0.6323    -0.6323    -0.0000    -0.7747     0.0000   489.1793
   14.3256   131.4634   149.9764     0.0000     1.0000    -0.0000    -0.7789     0.0000     0.6271     0.6271     0.0000     0.7789     0.0000   489.1823
   14.3256   131.9629   149.9764     0.0000     1.0000    -0.0000     0.7792    -0.0000    -0.6268    -0.6268    -0.0000    -0.7792     0.0000   489.1853
   14.3256   132.4625   149.9764     0.0000     1.0000    -0.0000    -0.7792     0.0000     0.6267     0.6267     0.0000     0.7792     0.0000   489.1883
   14.3256   132.9621   149.9764     0.0000     1.0000    -0.0000     0.7792    -0.0000    -0.6267    -0.6267    -0.0000    -0.7792     0.0000   489.1914
   14.3256   133.4617   149.9764     0.0000     1.0000    -0.0000    -0.7792     0.0000     0.6267     0.6267     0.0000     0.7792     0.0000   489.1943
   14.3256   133.9613   149.9764     0.0000     1.0000    -0.0000     0.7792    -0.0000    -0.6267    -0.6267    -0.0000    -0.7792     0.0000   489.1974
   14.3256   134.4608   149.9764     0.0000     1.0000    -0.0000    -0.7792     0.0000     0.6267     0.6267     0.0000     0.7792     0.0000   489.2004
   14.3256   134.9604   149.9763     0.0000     1.0000    -0.0000     0.7791    -0.0000    -0.6269    -0.6269    -0.0000    -0.7791     0.0000   489.2035
   14.3256   135.4600   149.9763     0.0000     1.0000    -0.0000    -0.7773     0.0000     0.6291     0.6291     0.0000     0.7773     0.0000   489.2065
   14.3256   135.9596   149.9763     0.0000     1.0000    -0.0000     0.7537    -0.0000    -0.6573    -0.6573    -0.0000    -0.7537     0.0000   489.2096
   14.3256   136.4592   149.9763     0.0000     1.0000    -0.0000    -0.5427     0.0000     0.8399     0.8399     0.0000     0.5427     0.0000   489.2126
   14.3256   136.9587   149.9763     0.0000     1.0000    -0.0000     0.2807    -0.0000    -0.9598    -0.9598    -0.0000    -0.2807     0.0000   489.2157
   14.3256   137.4583   149.9763     0.0000     1.0000    -0.0000    -0.2428     0.0000     0.9701     0.9701     0.0000     0.2428     0.0000   489.2187
   14.3256   137.9579   149.9763     0.0000     1.0000    -0.0000     0.2399    -0.0000    -0.9708    -0.9708    -0.0000    -0.2399     0.0000   489.2218
   14.3256   138.4575   149.9763     0.0000     1.0000    -0.0000    -0.2397     0.0000     0.9708     0.9708     0.0000     0.2397     0.0000   489.2248
   14.3256   138.9571   149.9763     0.0000     1.0000    -0.0000     0.2397    -0.0000    -0.9709    -0.9709    -0.0000    -0.2397     0.0000   489.2279
   14.3256   139.4567   149.9763     0.0000     1.0000    -0.0000    -0.2397     0.0000     0.9709     0.9709     0.0000     0.2397     0.0000   489.2310
   14.3256   139.9562   149.9763    -0.0000     1.0000    -0.0000    -0.2397     0.0000     0.9709     0.9709     0.0000     0.2397     0.0000   489.2341
   14.3256   140.4558   149.9763    -0.0000     1.0000    -0.0000     0.2397    -0.0000    -0.9709    -0.9709    -0.0000    -0.2397     0.0000   489.2372
   14.3256   140.9554   149.9763    -0.0000     1.0000    -0.0000    -0.2397     0.0000     0.9709     0.9709     0.0000     0.2397     0.0000   489.2403
   14.3256   141.4550   149.9763    -0.0000     1.0000    -0.0000     0.2396    -0.0000    -0.9709    -0.9709    -0.0000    -0.2396     0.0000   489.2434
   14.3256   141.9546   149.9763    -0.0000     1.0000    -0.0000    -0.2386     0.0000     0.9711     0.9711     0.0000     0.2386     0.0000   489.2465
   14.3256   142.4541   149.9763    -0.0000     1.0000    -0.0000     0.2257    -0.0000    -0.9742    -0.9742    -0.0000    -0.2257     0.0000   489.2496
   14.3256   142.9537   149.9763    -0.0000     1.0000    -0.0000    -0.1241     0.0000     0.9923     0.9923     0.0000     0.1241     0.0000   489.2527
   14.3256   143.4533   149.9763    -0.0000     1.0000    -0.0000     0.0022    -0.0000    -1.0000    -1.0000    -0.0000    -0.0022     0.0000   489.2558
   14.3256   143.9529   149.9763    -0.0000     1.0000    -0.0000     0.0169     0.0000     0.9999     0.9999     0.0000    -0.0169     0.0000   489.2589
   14.3256   144.4525   149.9763    -0.0000     1.0000    -0.0000    -0.0184    -0.0000    -0.9998    -0.9998    -0.0000     0.0184     0.0000   489.2620
   14.3256   144.9520   149.9763    -0.0000     1.0000    -0.0000     0.0185     0.0000     0.9998     0.9998     0.0000    -0.0185     0.0000   489.2652
   14.3256   145.4516   149.9763    -0.0000     1.0000    -0.0000    -0.0185    -0.0000    -0.9998    -0.9998    -0.0000     0.0185     0.0000   489.2683
   14.3256   145.9512   149.9763    -0.0000     1.0000    -0.0000    -0.0185    -0.0000    -0.9998    -0.9998    -0.0000     0.0185     0.0000   489.2715
   14.3256   146.4508   149.9763    -0.0000     1.0000    -0.0000     0.0185     0.0000     0.9998     0.9998     0.0000    -0.0185     0.0000   489.2746
   14.3256   146.9504   149.9763    -0.0000     1.0000    -0.0000    -0.0186    -0.0000    -0.9998    -0.9998    -0.0000     0.0186     0.0000   489.2777
   14.3256   147.4500   149.9762    -0.0000     1.0000    -0.0000     0.0205     0.0000     0.9998     0.9998     0.0000    -0.0205     0.0000   489.2810
   14.3256   147.9495   149.9762    -0.0000     1.0000    -0.0000    -0.0460    -0.0000    -0.9989    -0.9989    -0.0000     0.0460     0.0000   489.2841
   14.3256   148.4491   149.9762    -0.0000     1.0000    -0.0000     0.3281     0.0000     0.9446     0.9446    -0.0000    -0.3281     0.0000   489.2873
   14.3256   148.9487   149.9762    -0.0000     1.0000    -0.0000    -0.8405    -0.0000    -0.5418    -0.5418     0.0000     0.8405     0.0000   489.2905
   14.3256   149.4483   149.9762    -0.0000     1.0000    -0.0000     0.9028     0.0000     0.4301     0.4301    -0.0000    -0.9028     0.0000   489.2936
   14.3256   149.9479   149.9762    -0.0000     1.0000    -0.0000    -0.9070    -0.0000    -0.4211    -0.4211     0.0000     0.9070     0.0000   489.2968
   14.3256   150.4474   149.9762    -0.0000     1.0000    -0.0000     0.9073     0.0000     0.4205     0.4205    -0.0000    -0.9073     0.0000   489.3000
   14.3256   150.9470   149.9762    -0.0000     1.0000    -0.0000    -0.9073    -0.0000    -0.4204    -0.4204     0.0000     0.9073     0.0000   489.3033
   14.3256   151.4466   149.9762    -0.0000     1.0000    -0.0000     0.9073     0.0000     0.4204     0.4204    -0.0000    -0.9073     0.0000   489.3065
   14.3256   151.9462   149.9762    -0.0000     1.0000    -0.0000    -0.9073    -0.0000    -0.4204    -0.4204     0.0000     0.9073     0.0000   489.3096
   14.3256   152.4458   149.9762    -0.0000     1.0000    -0.0000     0.9073     0.0000     0.4204     0.4204    -0.0000    -0.9073     0.0000   489.3128
   14.3256   152.9453   149.9762    -0.0000     1.0000    -0.0000    -0.9073    -0.0000    -0.4204    -0.4204     0.0000     0.9073     0.0000   489.3161
   14.3256   153.4449   149.9762    -0.0000     1.0000    -0.0000     0.9074     0.0000     0.4203     0.4203    -0.0000    -0.9074     0.0000   489.3193
   14.3256   153.9445   149.9762    -0.0000     1.0000    -0.0000    -0.9080    -0.0000    -0.4189    -0.4189     0.0000     0.9080     0.0000   489.3225
   14.3256   154.4441   149.9762    -0.0000     1.0000    -0.0000     0.9165     0.0000     0.4000     0.4000    -0.0000    -0.9165     0.0000   489.3257
   14.3255   154.9437   149.9762    -0.0000     1.0000    -0.0000    -0.9715    -0.0000    -0.2370    -0.2370     0.0000     0.9715     0.0000   489.3289
   14.3255   155.4433   149.9762    -0.0000     1.0000    -0.0000     0.9999     0.0000     0.0127     0.0127    -0.0000    -0.9999     0.0000   489.3322
   14.3255   155.9428   149.9762    -0.0000     1.0000    -0.0000    -0.9997    -0.0000     0.0242     0.0242     0.0000     0.9997     0.0000   489.3354
   14.3255   156.4424   149.9762    -0.0000     1.0000    -0.0000     0.9996     0.0000    -0.0271    -0.0271    -0.0000    -0.9996     0.0000   489.3387
   14.3255   156.9420   149.9762    -0.0000     1.0000    -0.0000    -0.9996    -0.0000     0.0273     0.0273     0.0000     0.9996     0.0000   489.3420
   14.3255   157.4416   149.9762    -0.0000     1.0000    -0.0000     0.9996     0.0000    -0.0273    -0.0273    -0.0000    -0.9996     0.0000   489.3452
   14.3255   157.9412   149.9762    -0.0000     1.0000    -0.0000    -0.9996    -0.0000     0.0273     0.0273     0.0000     0.9996     0.0000   489.3485
   14.3255   158.4407   149.9762    -0.0000     1.0000    -0.0000     0.9996     0.0000    -0.0273    -0.0273    -0.0000    -0.9996     0.0000   489.3517
   14.3255   158.9403   149.9761    -0.0000     1.0000    -0.0000    -0.9996    -0.0000     0.0273     0.0273     0.0000     0.9996     0.0000   489.3550
   14.3255   159.4399   149.9761    -0.0000     1.0000    -0.0000     0.9996     0.0000    -0.0273    -0.0273    -0.0000    -0.9996     0.0000   489.3583
   14.3255   159.9395   149.9761    -0.0000     1.0000    -0.0000    -0.9996    -0.0000     0.0271     0.0271     0.0000     0.9996     0.0000   489.3616
   14.3255   160.4391   149.9761    -0.0000     1.0000    -0.0000     0.9997     0.0000    -0.0250    -0.0250    -0.0000    -0.9997     0.0000   489.3649
   14.3255   160.9386   149.9761    -0.0000     1.0000    -0.0000    -0.9999    -0.0000     0.0104     0.0104     0.0000     0.9999     0.0000   489.3682
   14.3255   161.4382   149.9761    -0.0000     1.0000    -0.0000     1.0000     0.0000     0.0036     0.0036    -0.0000    -1.0000     0.0000   489.3714
   14.3254   161.9378   149.9761    -0.0000     1.0000    -0.0000    -1.0000    -0.0000    -0.0055    -0.0055     0.0000     1.0000     0.0000   489.3748
   14.3254   162.4374   149.9761    -0.0000     1.0000    -0.0000     1.0000     0.0000     0.0057     0.0057    -0.0000    -1.0000     0.0000   489.3781
   14.3254   162.9370   149.9761    -0.0000     1.0000    -0.0000    -1.0000    -0.0000    -0.0057    -0.0057     0.0000     1.0000     0.0000   489.3814
   14.3254   163.4366   149.9761    -0.0000     1.0000    -0.0000     1.0000     0.0000     0.0057     0.0057    -0.0000    -1.0000     0.0000   489.3847
   14.3254   163.9361   149.9761    -0.0000     1.0000    -0.0000    -1.0000    -0.0000    -0.0057    -0.0057     0.0000     1.0000     0.0000   489.3881
   14.3254   164.4357   149.9761    -0.0000     1.0000    -0.0000    -1.0000    -0.0000    -0.0057    -0.0057     0.0000     1.0000     0.0000   489.3914
   14.3254   164.9353   149.9761    -0.0000     1.0000    -0.0000     1.0000     0.0000     0.0057     0.0057    -0.0000    -1.0000     0.0000   489.3948
   14.3254   165.4349   149.9761    -0.0000     1.0000    -0.0000    -1.0000    -0.0000    -0.0057    -0.0057     0.0000     1.0000     0.0000   489.3981
   14.3254   165.9345   149.9761    -0.0000     1.0000    -0.0000     1.0000     0.0000     0.0060     0.0060    -0.0000    -1.0000     0.0000   489.4014
   14.3253   166.4340   149.9761    -0.0000     1.0000    -0.0000    -1.0000    -0.0000    -0.0100    -0.0100     0.0000     1.0000     0.0000   489.4048
   14.3253   166.9336   149.9761    -0.0000     1.0000    -0.0000     0.9965     0.0000     0.0831     0.0831    -0.0000    -0.9965     0.0000   489.4081
   14.3253   167.4332   149.9761    -0.0000     1.0000    -0.0000     0.9512     0.0000    -0.3086    -0.3086    -0.0000    -0.9512     0.0000   489.4115
   14.3253   167.9328   149.9761    -0.0000     1.0000    -0.0000    -0.9737    -0.0000     0.2279     0.2279     0.0000     0.9737     0.0000   489.4148
   14.3253   168.4324   149.9760    -0.0000     1.0000    -0.0000     0.9747     0.0000    -0.2237    -0.2237    -0.0000    -0.9747     0.0000   489.4182
   14.3253   168.9319   149.9760    -0.0000     1.0000    -0.0000    -0.9747    -0.0000     0.2234     0.2234     0.0000     0.9747     0.0000   489.4216
   14.3253   169.4315   149.9760    -0.0000     1.0000    -0.0000     0.9747     0.0000    -0.2234    -0.2234    -0.0000    -0.9747     0.0000   489.4250
   14.3253   169.9311   149.9760    -0.0000     1.0000    -0.0000    -0.9747    -0.0000     0.2233     0.2233     0.0000     0.9747     0.0000   489.4284
   14.3252   170.4307   149.9760    -0.0000     1.0000    -0.0000    -0.9747    -0.0000     0.2233     0.2233     0.0000     0.9747     0.0000   489.4318
   14.3252   170.9303   149.9760    -0.0000     1.0000    -0.0000     0.9747     0.0000    -0.2234    -0.2234    -0.0000    -0.9747     0.0000   489.4351
   14.3252   171.4299   149.9760    -0.0000     1.0000    -0.0000    -0.9747    -0.0000     0.2234     0.2234     0.0000     0.9747     0.0000   489.4386
   14.3252   171.9294   149.9760    -0.0000     1.0000    -0.0000     0.9747     0.0000    -0.2235    -0.2235    -0.0000    -0.9747     0.0000   489.4420
   14.3252   172.4290   149.9760    -0.0000     1.0000    -0.0000    -0.9741    -0.0000     0.2260     0.2260     0.0000     0.9741     0.0000   489.4454
   14.3252   172.9286   149.9760    -0.0000     1.0000    -0.0000     0.9661     0.0000    -0.2580    -0.2580    -0.0000    -0.9661     0.0000   489.4488
   14.3251   173.4282   149.9760    -0.0000     1.0000    -0.0000    -0.8653    -0.0000     0.5013     0.5013     0.0000     0.8653     0.0000   489.4522
   14.3251   173.9278   149.9760    -0.0000     1.0000    -0.0000     0.6772     0.0000    -0.7358    -0.7358    -0.0000    -0.6772     0.0000   489.4556
   14.3251   174.4273   149.9760    -0.0000     1.0000    -0.0000    -0.6446    -0.0000     0.7645     0.7645     0.0000     0.6446     0.0000   489.4591
   14.3251   174.9269   149.9760    -0.0000     1.0000    -0.0000     0.6421     0.0000    -0.7666    -0.7666    -0.0000    -0.6421     0.0000   489.4625
   14.3251   175.4265   149.9760    -0.0000     1.0000    -0.0000    -0.6419    -0.0000     0.7668     0.7668     0.0000     0.6419     0.0000   489.4660
   14.3251   175.9261   149.9760    -0.0000     1.0000    -0.0000     0.6419     0.0000    -0.7668    -0.7668    -0.0000    -0.6419     0.0000   489.4694
   14.3250   176.4257   149.9760    -0.0000     1.0000    -0.0000    -0.6419    -0.0000     0.7668     0.7668     0.0000     0.6419     0.0000   489.4729
   14.3250   176.9252   149.9760    -0.0000     1.0000    -0.0000     0.6419     0.0000    -0.7668    -0.7668    -0.0000    -0.6419     0.0000   489.4763
   14.3250   177.4248   149.9760    -0.0000     1.0000    -0.0000    -0.6419    -0.0000     0.7668     0.7668     0.0000     0.6419     0.0000   489.4798
