Legend
======
Order:       curve order
Px,Py,Pz:    coordinates of point P on the centerline
Tx,Ty,Tz:    coordinates of the direction of the Tangent vector to point P
Nx,Ny,Nz:    coordinates of the direction of the Normal vector to point P
BNx,BNy,BNz: coordinates of the direction of the Binormal vector to point P
Dfit:        diameter of the best fit circle in point P
Dmin:        diameter of the inscribing circle in point P
Dmax:        diameter of the subscribing circle in point P
C:           curvature in point P
Dh:          hydraulic diameter in point P
Xh:          hydraulic ratio in point P
Scf:         distance of circumference in point P
Area:        sectional area in point P
E:           ellipticity in point P


Order: Cubic

[Main Branch Set] Branch Segment 1:


        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz          C       Area
    6.0804     6.0448   328.0020     0.0341    -0.0385    -0.9987     0.5759    -0.8159     0.0511    -0.8168    -0.5769    -0.0056     0.0065   112.6859
    6.0973     6.0256   327.5027     0.0325    -0.0365    -0.9988    -0.5908     0.8053    -0.0487     0.8061     0.5917     0.0046     0.0166   112.6717
    6.1143     6.0065   327.0035     0.0390    -0.0452    -0.9982     0.5921    -0.8037     0.0595    -0.8049    -0.5933    -0.0045     0.0599   112.7379
    6.1312     5.9873   326.5042     0.0148    -0.0124    -0.9998    -0.5933     0.8048    -0.0187     0.8049     0.5934     0.0045     0.2232   112.5579
    6.1270     5.9969   326.0049    -0.0218     0.0372    -0.9991    -0.5932     0.8039     0.0429     0.8048     0.5935     0.0045     0.0239   112.6416
    6.1151     6.0168   325.5055    -0.0244     0.0407    -0.9989     0.5939    -0.8032    -0.0472    -0.8042    -0.5943    -0.0046     0.0063   112.6640
    6.1032     6.0368   325.0061    -0.0237     0.0397    -0.9989    -0.6095     0.7915     0.0459     0.7925     0.6099     0.0055     0.0012   112.6574
    6.0912     6.0568   324.5068    -0.0240     0.0402    -0.9989    -0.5390     0.8410     0.0468     0.8419     0.5396     0.0015     0.0014   112.6610
    6.0793     6.0768   324.0074    -0.0233     0.0391    -0.9990     0.5517    -0.8328    -0.0454    -0.8337    -0.5522    -0.0022     0.0069   112.6539
    6.0691     6.0942   323.5079    -0.0156     0.0277    -0.9995     0.5579    -0.8293    -0.0317    -0.8298    -0.5581    -0.0025     0.0479   112.5945
    6.0632     6.1052   323.0082    -0.0108     0.0203    -0.9997    -0.5816     0.8132     0.0228     0.8134     0.5817     0.0031     0.0125   112.5674
    6.0573     6.1161   322.5084    -0.0120     0.0227    -0.9997     0.9266    -0.3755    -0.0196    -0.3759    -0.9265    -0.0165     0.0026   112.5746
    6.0514     6.1271   322.0087    -0.0120     0.0208    -0.9997    -0.3373    -0.9413    -0.0156    -0.9413     0.3370     0.0183     0.0067   112.5702
    6.0455     6.1381   321.5089    -0.0109     0.0258    -0.9996     0.2463     0.9689     0.0223     0.9691    -0.2459    -0.0169     0.0270   112.5820
    6.0397     6.1491   321.0091    -0.0153     0.0077    -0.9999    -0.2399    -0.9708    -0.0038    -0.9707     0.2399     0.0167     0.1015   112.5544
    6.0299     6.1444   320.5094    -0.0219    -0.0191    -0.9996    -0.2340    -0.9720     0.0236    -0.9720     0.2344     0.0168     0.0089   112.5854
    6.0188     6.1342   320.0098    -0.0223    -0.0207    -0.9995     0.1814     0.9831    -0.0244     0.9832    -0.1819    -0.0182     0.0021   112.5903
    6.0077     6.1241   319.5101    -0.0221    -0.0201    -0.9996     0.7579     0.6517    -0.0298     0.6520    -0.7583     0.0008     0.0008   112.5884
    5.9966     6.1139   319.0104    -0.0226    -0.0210    -0.9995    -0.5550    -0.8313     0.0300    -0.8316     0.5554     0.0072     0.0048   112.5919
    5.9855     6.1037   318.5107    -0.0207    -0.0181    -0.9996     0.5459     0.8375    -0.0265     0.8376    -0.5462    -0.0075     0.0186   112.5811
    5.9744     6.0936   318.0110    -0.0277    -0.0287    -0.9992    -0.5449    -0.8376     0.0392    -0.8380     0.5456     0.0075     0.0697   112.6283
    5.9577     6.0748   317.5118    -0.0353    -0.0405    -0.9986     0.5444     0.8372    -0.0532     0.8381    -0.5455    -0.0075     0.0137   112.7014
    5.9406     6.0554   317.0125    -0.0340    -0.0384    -0.9987    -0.5429    -0.8383     0.0507    -0.8391     0.5439     0.0076     0.0036   112.6868
    5.9234     6.0360   316.5133    -0.0343    -0.0389    -0.9987     0.5174     0.8542    -0.0511     0.8550    -0.5185    -0.0092     0.0009   112.6909
    5.9063     6.0166   316.0141    -0.0342    -0.0387    -0.9987     0.8735     0.4844    -0.0487     0.4856    -0.8740     0.0173     0.0002   112.6895
    5.8892     5.9972   315.5148    -0.0344    -0.0390    -0.9986    -0.7217    -0.6902     0.0518    -0.6913     0.7225    -0.0044     0.0016   112.6918
    5.8793     5.9849   315.0155     0.0100     0.0042    -0.9999     0.7174     0.6966     0.0101     0.6966    -0.7175     0.0040     0.2503   112.5461
    5.8973     5.9995   314.5162     0.0428     0.0360    -0.9984    -0.7157    -0.6962    -0.0558    -0.6971     0.7169    -0.0041     0.0672   112.7162
    5.9152     6.0141   314.0168     0.0341     0.0276    -0.9990     0.7093     0.7036     0.0437     0.7041    -0.7101     0.0044     0.0190   112.6485
    5.9332     6.0288   313.5174     0.0361     0.0293    -0.9989    -0.6532    -0.7558    -0.0458    -0.7563     0.6541    -0.0081     0.0086   112.6619
    5.9512     6.0434   313.0181     0.0369     0.0309    -0.9988     0.5795     0.8137     0.0466     0.8142    -0.5805     0.0122     0.0155   112.6708
    5.9691     6.0581   312.5187     0.0316     0.0230    -0.9992    -0.5675    -0.8226    -0.0369    -0.8228     0.5682    -0.0129     0.0535   112.6264
    5.9823     6.0658   312.0190     0.0236     0.0113    -0.9997    -0.5679    -0.8228    -0.0227    -0.8228     0.5682    -0.0129     0.0033   112.5789
    5.9939     6.0713   311.5193     0.0232     0.0108    -0.9997     0.6346     0.7725     0.0231     0.7725    -0.6349     0.0111     0.0009   112.5776
    6.0056     6.0767   311.0196     0.0233     0.0110    -0.9997    -0.9658    -0.2579    -0.0253    -0.2581     0.9661     0.0046     0.0005   112.5780
    6.0172     6.0822   310.5198     0.0235     0.0109    -0.9997     0.9842    -0.1760     0.0212    -0.1757    -0.9843    -0.0149     0.0013   112.5786
    6.0289     6.0877   310.0201     0.0226     0.0111    -0.9997    -0.9757     0.2184    -0.0197     0.2181     0.9758     0.0158     0.0046   112.5769
    6.0351     6.0944   309.5203    -0.0065     0.0177    -0.9998    -0.9751     0.2214     0.0103     0.2215     0.9750     0.0158     0.1150   112.5610
    6.0238     6.1051   309.0207    -0.0270     0.0224    -0.9994     0.9748    -0.2211    -0.0313    -0.2216    -0.9750    -0.0158     0.0308   112.6102
    6.0125     6.1158   308.5210    -0.0215     0.0211    -0.9995    -0.9747     0.2222     0.0257     0.2227     0.9748     0.0158     0.0083   112.5924
    6.0012     6.1265   308.0213    -0.0230     0.0215    -0.9995     0.9712    -0.2368    -0.0274    -0.2372    -0.9713    -0.0154     0.0023   112.5970
    5.9898     6.1372   307.5217    -0.0226     0.0214    -0.9995    -0.9198     0.3912     0.0292     0.3917     0.9200     0.0108     0.0008   112.5960
    5.9785     6.1479   307.0220    -0.0226     0.0213    -0.9995     0.6818    -0.7309    -0.0310    -0.7312    -0.6822     0.0020     0.0009   112.5960
    5.9673     6.1584   306.5223    -0.0224     0.0210    -0.9995     0.5194    -0.8540    -0.0295    -0.8543    -0.5198     0.0082     0.0008   112.5947
    5.9561     6.1688   306.0227    -0.0222     0.0207    -0.9995     0.8204    -0.5710    -0.0300    -0.5713    -0.8207    -0.0043     0.0004   112.5938
    5.9450     6.1792   305.5230    -0.0225     0.0211    -0.9995    -0.7350     0.6774     0.0309     0.6777     0.7353     0.0002     0.0025   112.5958
    5.9339     6.1897   305.0233    -0.0212     0.0199    -0.9996     0.7309    -0.6819    -0.0291    -0.6822    -0.7312    -0.0000     0.0096   112.5900
    5.9228     6.2001   304.5236    -0.0260     0.0244    -0.9994    -0.7304     0.6821     0.0357     0.6825     0.7309     0.0000     0.0359   112.6141
    5.9117     6.2105   304.0240    -0.0081     0.0076    -0.9999     0.7308    -0.6825    -0.0111    -0.6825    -0.7309    -0.0000     0.1342   112.5498
    5.9165     6.2060   303.5243     0.0207    -0.0193    -0.9996     0.7306    -0.6823     0.0283    -0.6825    -0.7309    -0.0000     0.0238   112.5886
    5.9281     6.1951   303.0246     0.0239    -0.0223    -0.9995    -0.7305     0.6821    -0.0327     0.6825     0.7309     0.0000     0.0064   112.6038
    5.9397     6.1843   302.5250     0.0231    -0.0215    -0.9995     0.7307    -0.6819     0.0315    -0.6823    -0.7311    -0.0000     0.0017   112.5997
    5.9513     6.1735   302.0253     0.0233    -0.0217    -0.9995    -0.7339     0.6785    -0.0318     0.6788     0.7343    -0.0001     0.0004   112.6010
    5.9630     6.1626   301.5257     0.0232    -0.0216    -0.9995     0.8172    -0.5755     0.0315    -0.5759    -0.8175     0.0043     0.0001   112.6009
    5.9746     6.1517   301.0260     0.0234    -0.0222    -0.9995     0.3064    -0.9515     0.0283    -0.9516    -0.3069    -0.0155     0.0024   112.6031
    5.9864     6.1405   300.5264     0.0234    -0.0225    -0.9995    -0.5288     0.8482    -0.0315     0.8484     0.5292     0.0080     0.0013   112.6041
    5.9981     6.1292   300.0267     0.0238    -0.0228    -0.9995     0.7000    -0.7134     0.0329    -0.7138    -0.7004    -0.0010     0.0027   112.6057
    6.0098     6.1179   299.5271     0.0225    -0.0216    -0.9995    -0.7198     0.6935    -0.0312     0.6939     0.7201     0.0001     0.0098   112.5996
    6.0216     6.1067   299.0274     0.0273    -0.0262    -0.9993     0.7211    -0.6918     0.0378    -0.6923    -0.7216    -0.0000     0.0363   112.6256
    6.0333     6.0954   298.5278     0.0094    -0.0090    -0.9999    -0.7216     0.6922    -0.0130     0.6922     0.7217    -0.0000     0.1353   112.5547
    6.0291     6.0995   298.0281    -0.0198     0.0190    -0.9996    -0.7214     0.6920     0.0274     0.6923     0.7216    -0.0000     0.0265   112.5873
    6.0179     6.1102   297.5285    -0.0233     0.0223    -0.9995     0.7202    -0.6930    -0.0322    -0.6934    -0.7206     0.0001     0.0071   112.6037
    6.0066     6.1210   297.0288    -0.0223     0.0214    -0.9995    -0.7060     0.7075     0.0309     0.7078     0.7064    -0.0007     0.0019   112.5993
    5.9953     6.1318   296.5291    -0.0226     0.0216    -0.9995     0.5387    -0.8419    -0.0304    -0.8422    -0.5392     0.0074     0.0007   112.6007
    5.9841     6.1426   296.0295    -0.0225     0.0217    -0.9995    -0.0960     0.9951     0.0238     0.9951     0.0965    -0.0203     0.0009   112.6009
    5.9728     6.1534   295.5298    -0.0225     0.0212    -0.9995    -0.0050    -0.9998    -0.0211    -0.9997     0.0045     0.0226     0.0031   112.5999
    5.9616     6.1638   295.0301    -0.0225     0.0206    -0.9995    -0.0369     0.9991     0.0214     0.9991     0.0373    -0.0218     0.0006   112.5987
    5.9503     6.1741   294.5305    -0.0225     0.0207    -0.9995     0.3560    -0.9341    -0.0273    -0.9342    -0.3565     0.0137     0.0003   112.5991
    5.9390     6.1844   294.0308    -0.0226     0.0207    -0.9995    -0.6936     0.7197     0.0306     0.7200     0.6939    -0.0019     0.0005   112.5995
    5.9278     6.1947   293.5311    -0.0223     0.0205    -0.9995     0.7339    -0.6786    -0.0303    -0.6789    -0.7342     0.0001     0.0018   112.5987
    5.9165     6.2051   293.0314    -0.0233     0.0213    -0.9995    -0.7368     0.6753     0.0315     0.6757     0.7372    -0.0000     0.0067   112.6032
    5.9095     6.2114   292.5318     0.0059    -0.0054    -1.0000     0.7373    -0.6755     0.0081    -0.6755    -0.7374     0.0000     0.1653   112.5514
    5.9213     6.2007   292.0321     0.0282    -0.0259    -0.9993    -0.7370     0.6748    -0.0383     0.6753     0.7375    -0.0000     0.0443   112.6309
    5.9331     6.1899   291.5325     0.0223    -0.0204    -0.9995     0.7393    -0.6727     0.0302    -0.6730    -0.7396     0.0001     0.0119   112.5998
    5.9448     6.1791   291.0328     0.0239    -0.0219    -0.9995    -0.7682     0.6394    -0.0323     0.6397     0.7686    -0.0016     0.0031   112.6078
    5.9566     6.1683   290.5331     0.0235    -0.0214    -0.9995     0.9994    -0.0242     0.0240    -0.0247    -0.9995     0.0208     0.0008   112.6058
    5.9683     6.1576   290.0335     0.0234    -0.0219    -0.9995    -0.4514    -0.8923     0.0089    -0.8920     0.4510    -0.0308     0.0021   112.6071
    5.9800     6.1465   289.5338     0.0232    -0.0225    -0.9995    -0.1620    -0.9866     0.0184    -0.9865     0.1615    -0.0265     0.0005   112.6082
    5.9915     6.1352   289.0342     0.0231    -0.0225    -0.9995    -0.3590     0.9329    -0.0293     0.9331     0.3594     0.0135     0.0003   112.6085
    6.0031     6.1239   288.5346     0.0232    -0.0226    -0.9995     0.6854    -0.7274     0.0324    -0.7278    -0.6858    -0.0014     0.0007   112.6091
    6.0147     6.1127   288.0349     0.0229    -0.0223    -0.9995    -0.7146     0.6988    -0.0320     0.6991     0.7150     0.0001     0.0024   112.6078
    6.0263     6.1014   287.5353     0.0241    -0.0234    -0.9994     0.7167    -0.6966     0.0336    -0.6970    -0.7171     0.0000     0.0090   112.6141
    6.0338     6.0941   287.0356    -0.0047     0.0045    -1.0000    -0.7172     0.6968     0.0065     0.6968     0.7173    -0.0000     0.1697   112.5527
    6.0227     6.1048   286.5359    -0.0269     0.0261    -0.9993     0.7167    -0.6964    -0.0375    -0.6969    -0.7172     0.0000     0.0454   112.6296
    6.0115     6.1156   286.0363    -0.0210     0.0203    -0.9996    -0.7160     0.6975     0.0292     0.6978     0.7163    -0.0001     0.0122   112.5987
    6.0004     6.1264   285.5366    -0.0226     0.0219    -0.9995     0.7029    -0.7106    -0.0314    -0.7110    -0.7032     0.0007     0.0033   112.6065
    5.9893     6.1372   285.0369    -0.0221     0.0215    -0.9995    -0.5216     0.8527     0.0299     0.8529     0.5220    -0.0077     0.0010   112.6047
    5.9782     6.1480   284.5373    -0.0223     0.0215    -0.9995    -0.2386    -0.9710    -0.0155    -0.9709     0.2382     0.0268     0.0011   112.6054
    5.9670     6.1585   284.0376    -0.0226     0.0209    -0.9995    -0.5952    -0.8036    -0.0033    -0.8033     0.5948     0.0306     0.0017   112.6050
    5.9556     6.1689   283.5379    -0.0227     0.0205    -0.9995     0.9977    -0.0633    -0.0240    -0.0637    -0.9978    -0.0190     0.0007   112.6046
    5.9442     6.1792   283.0382    -0.0230     0.0209    -0.9995    -0.7719     0.6350     0.0310     0.6353     0.7722     0.0015     0.0024   112.6065
    5.9328     6.1895   282.5386    -0.0218     0.0197    -0.9996     0.7417    -0.6700    -0.0294    -0.6703    -0.7421    -0.0001     0.0091   112.6011
    5.9215     6.1998   282.0389    -0.0264     0.0239    -0.9994    -0.7394     0.6723     0.0356     0.6728     0.7399    -0.0000     0.0340   112.6241
    5.9101     6.2101   281.5392    -0.0092     0.0083    -0.9999     0.7396    -0.6729    -0.0124    -0.6729    -0.7397     0.0000     0.1269   112.5618
    5.9143     6.2063   281.0396     0.0202    -0.0185    -0.9996     0.7394    -0.6727     0.0274    -0.6729    -0.7397     0.0000     0.0324   112.5962
    5.9261     6.1955   280.5399     0.0246    -0.0224    -0.9994    -0.7395     0.6723    -0.0333     0.6727     0.7399    -0.0001     0.0087   112.6168
    5.9380     6.1847   280.0403     0.0234    -0.0214    -0.9995     0.7428    -0.6687     0.0317    -0.6691    -0.7432     0.0002     0.0023   112.6113
    5.9498     6.1739   279.5406     0.0237    -0.0217    -0.9995    -0.7870     0.6161    -0.0321     0.6164     0.7874    -0.0024     0.0006   112.6131
    5.9617     6.1631   279.0410     0.0237    -0.0216    -0.9995     0.9816     0.1899     0.0192     0.1894    -0.9816     0.0257     0.0002   112.6129
    5.9734     6.1522   278.5413     0.0232    -0.0221    -0.9995    -0.6670    -0.7450     0.0010    -0.7447     0.6667    -0.0321     0.0030   112.6134
    5.9849     6.1410   278.0417     0.0228    -0.0224    -0.9995     0.1051     0.9943    -0.0199     0.9942    -0.1046     0.0250     0.0010   112.6132
    5.9963     6.1298   277.5420     0.0232    -0.0226    -0.9995     0.6511    -0.7583     0.0323    -0.7586    -0.6515    -0.0028     0.0024   112.6151
    6.0078     6.1186   277.0424     0.0220    -0.0215    -0.9995    -0.7117     0.7018    -0.0307     0.7021     0.7121     0.0001     0.0090   112.6096
    6.0192     6.1074   276.5427     0.0264    -0.0258    -0.9993     0.7157    -0.6974     0.0369    -0.6979    -0.7162     0.0001     0.0334   112.6333
    6.0307     6.0962   276.0430     0.0100    -0.0098    -0.9999    -0.7165     0.6975    -0.0140     0.6976     0.7165    -0.0001     0.1248   112.5678
    6.0272     6.0995   275.5434    -0.0185     0.0179    -0.9997    -0.7162     0.6974     0.0258     0.6976     0.7165    -0.0001     0.0345   112.5939
    6.0162     6.1102   275.0437    -0.0230     0.0223    -0.9995     0.7150    -0.6984    -0.0321    -0.6987    -0.7154     0.0001     0.0092   112.6147
    6.0051     6.1209   274.5440    -0.0218     0.0211    -0.9995    -0.6996     0.7139     0.0304     0.7142     0.6999    -0.0008     0.0025   112.6090
    5.9941     6.1316   274.0444    -0.0222     0.0214    -0.9995     0.4574    -0.8888    -0.0292    -0.8890    -0.4578     0.0099     0.0007   112.6109
    5.9830     6.1423   273.5447    -0.0220     0.0214    -0.9995     0.5821     0.8131     0.0047     0.8128    -0.5817    -0.0304     0.0008   112.6108
    5.9720     6.1530   273.0450    -0.0224     0.0211    -0.9995    -0.7333    -0.6799     0.0021    -0.6795     0.7330     0.0307     0.0030   112.6113
    5.9606     6.1634   272.5453    -0.0229     0.0207    -0.9995     0.6121     0.7908     0.0023     0.7905    -0.6117    -0.0308     0.0005   112.6119
    5.9492     6.1737   272.0457    -0.0228     0.0207    -0.9995     0.2825    -0.9589    -0.0263    -0.9590    -0.2829     0.0160     0.0003   112.6120
    5.9378     6.1841   271.5460    -0.0229     0.0208    -0.9995    -0.6087     0.7928     0.0305     0.7931     0.6091    -0.0055     0.0011   112.6130
    5.9264     6.1945   271.0463    -0.0224     0.0203    -0.9995     0.6313    -0.7750    -0.0299    -0.7752    -0.6317     0.0046     0.0042   112.6107
    5.9150     6.2048   270.5467    -0.0243     0.0225    -0.9995    -0.6328     0.7736     0.0328     0.7739     0.6333    -0.0045     0.0158   112.6212
    5.9061     6.2121   270.0470    -0.0022    -0.0045    -1.0000     0.6334    -0.7738     0.0021    -0.7738    -0.6334     0.0045     0.1557   112.5617
    5.9121     6.2011   269.5472     0.0159    -0.0266    -0.9995    -0.6333     0.7733    -0.0306     0.7737     0.6335    -0.0045     0.0417   112.6150
    5.9182     6.1902   269.0475     0.0110    -0.0207    -0.9997     0.6348    -0.7723     0.0230    -0.7726    -0.6349     0.0046     0.0112   112.5922
    5.9242     6.1792   268.5477     0.0123    -0.0222    -0.9997    -0.6537     0.7564    -0.0249     0.7567     0.6538    -0.0052     0.0030   112.5981
    5.9302     6.1683   268.0480     0.0120    -0.0218    -0.9997     0.8506    -0.5254     0.0217    -0.5257    -0.8506     0.0122     0.0009   112.5969
    5.9363     6.1573   267.5482     0.0119    -0.0220    -0.9997    -0.9589    -0.2837    -0.0052    -0.2835     0.9587    -0.0245     0.0012   112.5976
    5.9421     6.1463   267.0485     0.0116    -0.0222    -0.9997    -0.7395    -0.6732     0.0064    -0.6731     0.7392    -0.0242     0.0004   112.5978
    5.9479     6.1352   266.5487     0.0115    -0.0221    -0.9997     0.5174     0.8556    -0.0130     0.8557    -0.5171     0.0213     0.0003   112.5981
    5.9537     6.1241   266.0490     0.0115    -0.0223    -0.9997    -0.4218    -0.9066     0.0154    -0.9066     0.4215    -0.0198     0.0010   112.5988
    5.9594     6.1130   265.5492     0.0118    -0.0217    -0.9997     0.4126     0.9108    -0.0149     0.9108    -0.4123     0.0197     0.0037   112.5980
    5.9652     6.1019   265.0495     0.0107    -0.0240    -0.9997    -0.4120    -0.9110     0.0174    -0.9111     0.4117    -0.0197     0.0136   112.6028
    5.9731     6.0955   264.5498     0.0272     0.0125    -0.9996     0.4110     0.9114     0.0225     0.9112    -0.4114     0.0196     0.1737   112.6149
    5.9918     6.1132   264.0505     0.0402     0.0414    -0.9983    -0.4110    -0.9100    -0.0543    -0.9107     0.4125    -0.0196     0.0467   112.7528
    6.0105     6.1308   263.5513     0.0368     0.0337    -0.9988     0.4260     0.9035     0.0462     0.9040    -0.4272     0.0189     0.0132   112.7059
    6.0293     6.1484   263.0520     0.0374     0.0354    -0.9987    -0.5347    -0.8436    -0.0499    -0.8442     0.5358    -0.0126     0.0061   112.7154
    6.0480     6.1661   262.5528     0.0384     0.0363    -0.9986     0.6497     0.7584     0.0526     0.7592    -0.6508     0.0056     0.0114   111.5378
    6.0667     6.1837   262.0536     0.0337     0.0311    -0.9989    -0.6664    -0.7442    -0.0456    -0.7448     0.6673    -0.0043     0.0397   108.4989
    6.0790     6.1942   261.5540     0.0132     0.0083    -0.9999    -0.6684    -0.7436    -0.0150    -0.7437     0.6686    -0.0043     0.0830   105.2037
    6.0816     6.1939   261.0541     0.0029    -0.0031    -1.0000     0.6664     0.7456    -0.0004     0.7456    -0.6664     0.0043     0.0217   102.0367
    6.0842     6.1936   260.5542     0.0060     0.0002    -1.0000    -0.6154    -0.7882    -0.0038    -0.7882     0.6154    -0.0046     0.0037    98.9074
    6.0867     6.1933   260.0543     0.0041    -0.0017    -1.0000    -0.7627    -0.6467    -0.0020    -0.6467     0.7627    -0.0039     0.0071    95.8337
    6.0893     6.1929   259.5544     0.0087     0.0025    -1.0000     0.7473     0.6644     0.0081     0.6644    -0.7474     0.0039     0.0319    92.8020
    6.0919     6.1926   259.0545    -0.0079    -0.0123    -0.9999    -0.7464    -0.6653     0.0140    -0.6654     0.7465    -0.0039     0.1206    89.8552
    6.0793     6.1787   258.5552    -0.0376    -0.0388    -0.9985    -0.7462    -0.6636     0.0539    -0.6647     0.7471    -0.0040     0.0390    87.0961
    6.0583     6.1575   258.0562    -0.0432    -0.0437    -0.9981     0.7566     0.6510    -0.0613     0.6525    -0.7578     0.0050     0.0090    84.2509
    6.0374     6.1362   257.5572    -0.0410    -0.0417    -0.9983     0.6027     0.7959    -0.0580     0.7969    -0.6040    -0.0075     0.0030    81.3875
    6.0165     6.1149   257.0582    -0.0441    -0.0449    -0.9980    -0.6720    -0.7378     0.0629    -0.7392     0.6735     0.0023     0.0209    78.6179
    5.9955     6.0936   256.5591    -0.0340    -0.0340    -0.9988     0.6751     0.7361    -0.0480     0.7369    -0.6760    -0.0021     0.0807    75.7956
    5.9837     6.0823   256.0596    -0.0165    -0.0149    -0.9998     0.6737     0.7386    -0.0221     0.7388    -0.6739    -0.0022     0.0228    73.0227
    5.9765     6.0760   255.5598    -0.0139    -0.0121    -0.9998    -0.6502    -0.7595     0.0182    -0.7596     0.6504     0.0027     0.0075    70.3753
    5.9693     6.0697   255.0600    -0.0141    -0.0121    -0.9998     0.5711     0.8207    -0.0180     0.8207    -0.5713    -0.0047     0.0072    67.7839
    5.9622     6.0634   254.5601    -0.0159    -0.0151    -0.9998    -0.5419    -0.8402     0.0213    -0.8403     0.5421     0.0052     0.0212    65.2464
    5.9550     6.0571   254.0603    -0.0083    -0.0031    -1.0000     0.5393     0.8421    -0.0071     0.8420    -0.5394    -0.0053     0.0778    62.7363
    5.9550     6.0622   253.5606     0.0066     0.0202    -0.9998     0.5381     0.8426     0.0206     0.8429    -0.5381    -0.0053     0.0331    60.3007
    5.9596     6.0742   253.0608     0.0097     0.0250    -0.9996    -0.5284    -0.8486    -0.0264    -0.8489     0.5285     0.0050     0.0100    57.9108
    5.9642     6.0863   252.5611     0.0092     0.0244    -0.9997     0.4822     0.8757     0.0259     0.8760    -0.4823    -0.0037     0.0070    55.5605
    5.9687     6.0984   252.0613     0.0080     0.0219    -0.9997    -0.4561    -0.8896    -0.0232    -0.8899     0.4561     0.0029     0.0181    53.2569
    5.9713     6.1065   251.5615     0.0015     0.0091    -1.0000    -0.4509    -0.8925    -0.0088    -0.8926     0.4509     0.0028     0.0396    50.9978
    5.9708     6.1085   251.0616    -0.0018     0.0027    -1.0000     0.4366     0.8997     0.0016     0.8997    -0.4366    -0.0028     0.0109    48.7964
    5.9702     6.1105   250.5617    -0.0009     0.0042    -1.0000    -0.2904    -0.9569    -0.0037    -0.9569     0.2903     0.0021     0.0040    46.6427
    5.9697     6.1125   250.0618    -0.0012     0.0046    -1.0000    -0.0126     0.9999     0.0046     0.9999     0.0126    -0.0011     0.0056    44.5378
    5.9692     6.1137   249.5619    -0.0004    -0.0036    -1.0000     0.0809    -0.9967     0.0035    -0.9967    -0.0809     0.0007     0.0386    42.4853
    5.9692     6.1091   249.0620     0.0001    -0.0105    -0.9999    -0.0763     0.9970    -0.0104     0.9971     0.0763    -0.0007     0.0111    40.4828
    5.9692     6.1046   248.5621    -0.0000    -0.0091    -1.0000     0.0453    -0.9989     0.0091    -0.9990    -0.0453     0.0004     0.0057    38.5223
    5.9692     6.1000   248.0622     0.0000    -0.0076    -1.0000    -0.0158     0.9998    -0.0076     0.9999     0.0158    -0.0001     0.0116    36.6106
    5.9692     6.0974   247.5623    -0.0001    -0.0037    -1.0000    -0.0081     1.0000    -0.0037     1.0000     0.0081    -0.0001     0.0041    34.7463
    5.9692     6.0958   247.0624    -0.0001    -0.0030    -1.0000     0.0104    -0.9999     0.0030    -0.9999    -0.0104     0.0001     0.0011    32.9327
    5.9691     6.0943   246.5625    -0.0001    -0.0031    -1.0000    -0.0297     0.9996    -0.0031     0.9996     0.0297    -0.0001     0.0005    31.1681
    5.9691     6.0927   246.0626    -0.0000    -0.0034    -1.0000     0.0603    -0.9982     0.0034    -0.9982    -0.0603     0.0002     0.0016    29.4521
    5.9691     6.0909   245.5627    -0.0000    -0.0037    -1.0000    -0.0558     0.9984    -0.0037     0.9984     0.0558    -0.0002     0.0004    27.7847
    5.9691     6.0891   245.0628    -0.0000    -0.0036    -1.0000    -0.0047    -1.0000     0.0036    -1.0000     0.0047     0.0000     0.0001    26.1657
    5.9691     6.0873   244.5629    -0.0000    -0.0036    -1.0000     0.6360     0.7716    -0.0028     0.7717    -0.6360     0.0023     0.0001    24.5954
    5.9691     6.0855   244.0630    -0.0000    -0.0036    -1.0000    -0.6922    -0.7217     0.0026    -0.7217     0.6922    -0.0025     0.0000    23.0736
    5.9691     6.0837   243.5631    -0.0000    -0.0036    -1.0000     0.9403    -0.3405     0.0012    -0.3405    -0.9402     0.0034     0.0000    21.6005
    5.9691     6.0819   243.0632    -0.0000    -0.0036    -1.0000    -0.4270     0.9042    -0.0032     0.9042     0.4270    -0.0015     0.0001    20.1759
    5.9691     6.0801   242.5633    -0.0000    -0.0036    -1.0000     0.1182    -0.9930     0.0036    -0.9930    -0.1182     0.0004     0.0000    18.7999
    5.9691     6.0783   242.0634    -0.0000    -0.0036    -1.0000     0.0806     0.9967    -0.0036     0.9967    -0.0806     0.0003     0.0001    17.4725
    5.9690     6.0765   241.5635    -0.0000    -0.0035    -1.0000     0.0703     0.9975    -0.0035     0.9975    -0.0703     0.0002     0.0002    16.1937
    5.9690     6.0747   241.0636    -0.0000    -0.0036    -1.0000    -0.0618    -0.9981     0.0036    -0.9981     0.0618    -0.0002     0.0006    14.9635
    5.9690     6.0731   240.5637     0.0000    -0.0026    -1.0000     0.0502     0.9987    -0.0026     0.9987    -0.0502     0.0002     0.0045    13.7817
    5.9691     6.0721   240.0638     0.0001    -0.0016    -1.0000    -0.4588    -0.8885     0.0014    -0.8885     0.4588    -0.0008     0.0004    12.6485
    5.9691     6.0713   239.5638     0.0002    -0.0017    -1.0000     0.9788    -0.2046     0.0006    -0.2046    -0.9788     0.0016     0.0009    12.5069
    5.9693     6.0714   239.0639     0.0003     0.0039    -1.0000    -0.0243     0.9997     0.0039     0.9997     0.0243     0.0004     0.0225    12.5066
